reference,title,type,issn,part-of,url,reading-lists,eissn,doi
7A27D8E4-3D84-6755-116B-117DF60C9C9F,Transforming our world: The 2030 agenda for sustainable development,document,,,http://readinglists.ucl.ac.uk/items/7A27D8E4-3D84-6755-116B-117DF60C9C9F.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
7A6FD2F7-7595-9C0F-84F9-21B9B04E1E41,SMM: A Maturity Model of Smart Cities Based on Sustainability Indicators of the ISO 37122,article,23496495,International Journal of Advanced Engineering Research and Science,http://readinglists.ucl.ac.uk/items/7A6FD2F7-7595-9C0F-84F9-21B9B04E1E41.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,24561908,10.22161/ijaers.6.2.2
7AA480A7-14EC-3EC2-EC7C-3939ABE4F3DF,Geographies of policy knowledge: The state and corporate dimensions of contemporary policy mobilities,article,738793,Cities,http://readinglists.ucl.ac.uk/items/7AA480A7-14EC-3EC2-EC7C-3939ABE4F3DF.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,10.1016/j.cities.2017.01.001
7AA9D6A8-7BE7-341D-BB3C-319E94D54ECE,The London Output Area Classification (LOAC),document,,,http://readinglists.ucl.ac.uk/items/7AA9D6A8-7BE7-341D-BB3C-319E94D54ECE.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
7DD5B416-D17C-AFE9-A3E2-CE437E8935ED,"Social practice, plural lifestyles and health inequalities in the United Kingdom",article,,Sociology of Health &amp; Illness,http://readinglists.ucl.ac.uk/items/7DD5B416-D17C-AFE9-A3E2-CE437E8935ED.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1111/1467-9566.12780
8161203C-AAB2-C98B-98AE-C2E66B9A48F2,Critical Truths About Power Laws,article,0036-8075,Science,http://readinglists.ucl.ac.uk/items/8161203C-AAB2-C98B-98AE-C2E66B9A48F2.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1095-9203,10.1126/science.1216142
834576DA-B135-9600-C7BD-8260656D4E14,How to write a paper for publication,article,14439506,"Heart, Lung and Circulation",http://readinglists.ucl.ac.uk/items/834576DA-B135-9600-C7BD-8260656D4E14.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,10.1046/j.1444-2892.2000.00031.x
839871C4-A74B-B01B-8198-458FF1193F2B,Geographically Weighted Regression,chapter,,International Encyclopedia of Human Geography,http://readinglists.ucl.ac.uk/items/839871C4-A74B-B01B-8198-458FF1193F2B.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
86AECFC1-D548-B113-6F22-256583B207B2,Local Indicators of Spatial Association-LISA,article,,Geographical Analysis,http://readinglists.ucl.ac.uk/items/86AECFC1-D548-B113-6F22-256583B207B2.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,10.1111/j.1538-4632.1995.tb00338.x
881EA686-47F1-30B9-45FB-4E5A1E9422F0,"Growth, innovation, scaling, and the pace of life in cities",article,0027-8424,Proceedings of the National Academy of Sciences,http://readinglists.ucl.ac.uk/items/881EA686-47F1-30B9-45FB-4E5A1E9422F0.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1091-6490,10.1073/pnas.0610172104
89F4BE99-2B48-20DF-275C-E74DC4672670,New Approaches for Calculating Moran’s Index of Spatial Autocorrelation,article,,PLoS ONE,http://readinglists.ucl.ac.uk/items/89F4BE99-2B48-20DF-275C-E74DC4672670.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,1932-6203,10.1371/journal.pone.0068336
8A39F35B-1D4F-F980-15CB-4E0513FAF458,"Boltzmann, Lotka and Volterra and spatial structural evolution: an integrated methodology for some dynamical systems",article,1742-5689,Journal of The Royal Society Interface,http://readinglists.ucl.ac.uk/items/8A39F35B-1D4F-F980-15CB-4E0513FAF458.html,A6D7ED9B-ABF0-F08D-060D-726808C7AF2D,1742-5662,10.1098/rsif.2007.1288
8B4D1104-7774-7BA1-D6AC-388ABC4A26D3,Complexity Explorer: Santa Fe Institute,website,,,http://readinglists.ucl.ac.uk/items/8B4D1104-7774-7BA1-D6AC-388ABC4A26D3.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
8B598928-6213-17C0-15E3-124F09E84DB2,Cities and the Creative Class,article,1535-6841,City and Community,http://readinglists.ucl.ac.uk/items/8B598928-6213-17C0-15E3-124F09E84DB2.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1540-6040,10.1111/1540-6040.00034
8B762068-35E0-F280-2110-0FD7B35A80A4,Measuring the Information Society Report 2017,document,,,http://readinglists.ucl.ac.uk/items/8B762068-35E0-F280-2110-0FD7B35A80A4.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
8BA85FC6-AAFD-F5FD-B519-B927E55332A3,State of European Cities Report: Adding value to the European Urban Audit,document,,,http://readinglists.ucl.ac.uk/items/8BA85FC6-AAFD-F5FD-B519-B927E55332A3.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
8BC25916-E1CC-B625-43F9-B1B8D43E4866,The English Indices of Deprivation 2015: Technical Report,document,,,http://readinglists.ucl.ac.uk/items/8BC25916-E1CC-B625-43F9-B1B8D43E4866.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
8C1A757C-AC9E-22B5-218E-2F3A2F18B98D,Adam's RPubs website,webpage,,,http://readinglists.ucl.ac.uk/items/8C1A757C-AC9E-22B5-218E-2F3A2F18B98D.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
8DE76B5A-8450-6684-3913-039948FECF53,Owning the city: New media and citizen engagement in urban design,article,13960466,First Monday,http://readinglists.ucl.ac.uk/items/8DE76B5A-8450-6684-3913-039948FECF53.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,13960466,
8E855EF4-1AFA-05AD-ECFC-A63CE019ED22,Building regression models: the importance of graphics,article,0309-8265,Journal of Geography in Higher Education,http://readinglists.ucl.ac.uk/items/8E855EF4-1AFA-05AD-ECFC-A63CE019ED22.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,1466-1845,10.1080/03098268908709055
8EF69024-6448-2160-2304-4833513A3A8B,A Final Tale or You Can Prove Anything with Figures,document,,,http://readinglists.ucl.ac.uk/items/8EF69024-6448-2160-2304-4833513A3A8B.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,,
8EF6B481-A244-AB95-26F0-05E14772F5B8,"Chapter 3: On Rational, Scientific, Objective Viewpoints from Mythical, Imaginary, Impossible Standpoints",chapter,,Data Feminism,http://readinglists.ucl.ac.uk/items/8EF6B481-A244-AB95-26F0-05E14772F5B8.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,,
8F96FC1D-C528-8430-E44C-FBFF12EBED27,Algorithm for Automated Mapping of Land Surface Temperature Using LANDSAT 8 Satellite Data,article,1687-725X,Journal of Sensors,http://readinglists.ucl.ac.uk/items/8F96FC1D-C528-8430-E44C-FBFF12EBED27.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,1687-7268,10.1155/2016/1480307
9096CC73-7039-AA1D-3800-AADDAF139615,The political topology of urban uprisings,article,0272-3638,Urban Geography,http://readinglists.ucl.ac.uk/items/9096CC73-7039-AA1D-3800-AADDAF139615.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1938-2847,10.1080/02723638.2016.1168568
90FF0361-647C-BB08-8932-EA9201B698C8,ISO and smart cities,document,,,http://readinglists.ucl.ac.uk/items/90FF0361-647C-BB08-8932-EA9201B698C8.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
9231B84B-A472-B6EB-EA86-A3016B4F5BD0,Smart cities and attracting knowledge workers: Which cities attract highly-educated workers in the 21st century?,article,,Papers in Regional Science,http://readinglists.ucl.ac.uk/items/9231B84B-A472-B6EB-EA86-A3016B4F5BD0.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,10.1111/pirs.12163
929CBDF1-8586-0C62-3E0C-8402A64AEA39,Alex Singleton's RPubs website,webpage,,,http://readinglists.ucl.ac.uk/items/929CBDF1-8586-0C62-3E0C-8402A64AEA39.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
93D5F8A2-9B14-B598-D861-837BBA8B4153,IESE Cities in Motion Index 2018,document,,,http://readinglists.ucl.ac.uk/items/93D5F8A2-9B14-B598-D861-837BBA8B4153.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
9401B986-5D0E-7EC8-7C82-C6B414345624,Quantitative methods III: Strength in numbers?,article,0309-1325,Progress in Human Geography,http://readinglists.ucl.ac.uk/items/9401B986-5D0E-7EC8-7C82-C6B414345624.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,1477-0288,10.1177/03091325231210512
944AF5FF-C6B5-62DF-8BC7-05A5865F7921,Chapter 6 (Power and urban segregation) / Chapter 7 (Power and land markets) / Chapter 8 (Segregation and urban economies),chapter,,Building the inclusive city: theory and practice for confronting urban segregation,http://readinglists.ucl.ac.uk/items/944AF5FF-C6B5-62DF-8BC7-05A5865F7921.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Essential,,
95EA91A6-9C3B-0C06-3302-24C37E65CE25,Gis methods in time‐geographic research: geocomputation and geovisualization of human activity patterns,article,0435-3684,"Geografiska Annaler: Series B, Human Geography",http://readinglists.ucl.ac.uk/items/95EA91A6-9C3B-0C06-3302-24C37E65CE25.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1468-0467,10.1111/j.0435-3684.2004.00167.x
96F388E6-6439-3119-F855-F95D7481AAB8,Quantitative geography III: Future challenges and challenging futures,article,0309-1325,Progress in Human Geography,http://readinglists.ucl.ac.uk/items/96F388E6-6439-3119-F855-F95D7481AAB8.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,1477-0288,10.1177/0309132520924722
975716C4-FE71-F390-A324-7B7CCF869590,Generalization,chapter,,International Encyclopedia of Human Geography,http://readinglists.ucl.ac.uk/items/975716C4-FE71-F390-A324-7B7CCF869590.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
98403D6D-C667-E812-18FD-0412D2BF37FD,Agenda 21,document,,,http://readinglists.ucl.ac.uk/items/98403D6D-C667-E812-18FD-0412D2BF37FD.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
993B1D1A-DEF6-03F8-D22D-860E63F0ABCB,Smartmentality: The Smart City as Disciplinary Strategy,article,0042-0980,Urban Studies,http://readinglists.ucl.ac.uk/items/993B1D1A-DEF6-03F8-D22D-860E63F0ABCB.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,1360-063X,10.1177/0042098013494427
9B005C72-EDCB-5E27-43AE-8B4A6F36DFBA,UrbanSim: Modelling Urban Development for Land Use,article,1939-0130,Journal of the American Planning Association,http://readinglists.ucl.ac.uk/items/9B005C72-EDCB-5E27-43AE-8B4A6F36DFBA.html,A6D7ED9B-ABF0-F08D-060D-726808C7AF2D,,10.1080/01944360208976274
9BE8F165-C845-3C79-50B4-EC8BDFC176A6,Data-driven geography,article,0343-2521,GeoJournal,http://readinglists.ucl.ac.uk/items/9BE8F165-C845-3C79-50B4-EC8BDFC176A6.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,1572-9893,10.1007/s10708-014-9602-6
9C9634A7-535D-74A2-629A-2A9C07FFBBC6,Rethinking 'distance' in New York City,webpage,,,http://readinglists.ucl.ac.uk/items/9C9634A7-535D-74A2-629A-2A9C07FFBBC6.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Recommended,,
9E146C9E-B2AA-6BA4-D59E-7398B9D03E24,The City as Assemblage: Dwelling and Urban Space,article,0263-7758,Environment and Planning D: Society and Space,http://readinglists.ucl.ac.uk/items/9E146C9E-B2AA-6BA4-D59E-7398B9D03E24.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1472-3433,10.1068/d4710
9FCB97BE-7B81-E877-729D-29246AFF4D93,UK Smart Cities Index Assessment of Strategy and Execution of the UK’s Leading Smart Cities,document,,,http://readinglists.ucl.ac.uk/items/9FCB97BE-7B81-E877-729D-29246AFF4D93.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
A0BA9522-407D-068B-9777-8E68E60E1305,A General Model for the Origin of Allometric Scaling Laws in Biology,article,00368075,Science,http://readinglists.ucl.ac.uk/items/A0BA9522-407D-068B-9777-8E68E60E1305.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,10959203,10.1126/science.276.5309.122
A25CC4FF-1AF6-D7BF-A76A-80114392C6A3,The Value of the EU Public Domain,webpage,,,http://readinglists.ucl.ac.uk/items/A25CC4FF-1AF6-D7BF-A76A-80114392C6A3.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,10.17863/CAM.1051
A2A4A239-9386-05A3-40FA-D14A3E960866,Emergence of Scaling in Random Networks,article,00368075,Science,http://readinglists.ucl.ac.uk/items/A2A4A239-9386-05A3-40FA-D14A3E960866.html,A6D7ED9B-ABF0-F08D-060D-726808C7AF2D,10959203,10.1126/science.286.5439.509
A2E846DF-6009-4B12-E9F8-9BF8866F40EF,"Constructing cities, deconstructing scaling laws",article,1742-5689,Journal of The Royal Society Interface,http://readinglists.ucl.ac.uk/items/A2E846DF-6009-4B12-E9F8-9BF8866F40EF.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,1742-5662,10.1098/rsif.2014.0745
A3271EF5-B2AB-5FE4-9D01-3B13760BE501,THE QUANTITATIVE REVOLUTION AND THEORETICAL GEOGRAPHY,article,0008-3658,The Canadian Geographer/Le Géographe canadien,http://readinglists.ucl.ac.uk/items/A3271EF5-B2AB-5FE4-9D01-3B13760BE501.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,1541-0064,10.1111/j.1541-0064.1963.tb00796.x
A37D85E3-6567-22CF-F3B4-BA46EF50054A,Chris Brunsdon's RPubs Website,webpage,,,http://readinglists.ucl.ac.uk/items/A37D85E3-6567-22CF-F3B4-BA46EF50054A.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
A3D94270-CDCC-88AB-1C26-BDB4F698D67D,Charles Booth's London,website,,,http://readinglists.ucl.ac.uk/items/A3D94270-CDCC-88AB-1C26-BDB4F698D67D.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
A591C806-2DE4-21BF-CD8A-3FD09C3997C1,Gibrat's Law for (All) Cities,article,0002-8282,American Economic Review,http://readinglists.ucl.ac.uk/items/A591C806-2DE4-21BF-CD8A-3FD09C3997C1.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1257/0002828043052303
A67F40B1-CE63-FC09-7D15-A182013361D5,Focus Group on Smart Sustainable Cities,webpage,,,http://readinglists.ucl.ac.uk/items/A67F40B1-CE63-FC09-7D15-A182013361D5.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
A75D35C8-FADB-83F0-175D-8EF358777EA5,In: Proceedings of the First ACM International Workshop on the Engineering of Reliable,journal,,,http://readinglists.ucl.ac.uk/items/A75D35C8-FADB-83F0-175D-8EF358777EA5.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
A9AE0CAA-72FB-D1B5-DBF3-D144852FADB2,"Hidden Cities, Unmasking and Overcoming Health Inequities in Urban Settings",document,,,http://readinglists.ucl.ac.uk/items/A9AE0CAA-72FB-D1B5-DBF3-D144852FADB2.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
A9EAB1CE-5F67-B5E2-00E8-698307615E3A,Mission Control: A History of the Urban Dashboard,article,,Places Journal,http://readinglists.ucl.ac.uk/items/A9EAB1CE-5F67-B5E2-00E8-698307615E3A.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,21647798,10.22269/150309
AAC61812-E695-836D-E6BB-F911772140D8,"Smart Cities: Definitions, Dimensions, Performance, and Initiatives",article,1063-0732,Journal of Urban Technology,http://readinglists.ucl.ac.uk/items/AAC61812-E695-836D-E6BB-F911772140D8.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Recommended,1466-1853,10.1080/10630732.2014.942092
AC709161-AF6C-CC24-0C16-A21B0253D64F,"The dimensions of global urban expansion: Estimates and projections for all countries, 2000–2050",article,03059006,Progress in Planning,http://readinglists.ucl.ac.uk/items/AC709161-AF6C-CC24-0C16-A21B0253D64F.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Recommended,,10.1016/j.progress.2011.04.001
ACE9524D-0FD5-BC63-EAE8-E21F1926373E,2018 reform of EU data protection rules | European Commission,webpage,,,http://readinglists.ucl.ac.uk/items/ACE9524D-0FD5-BC63-EAE8-E21F1926373E.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
AD0367A1-7BE1-91C6-FA26-EA6D72E717D9,Local Spatial Autocorrelation Statistics: Distributional Issues and an Application,article,,Geographical Analysis,http://readinglists.ucl.ac.uk/items/AD0367A1-7BE1-91C6-FA26-EA6D72E717D9.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,10.1111/j.1538-4632.1995.tb00912.x
AE7CF33D-1302-1C90-2C11-99576C30B2A1,Chapter 4 - Building Blocks of Spatial Analysis,chapter,,Geospatial Analysis - spatial and GIS analysis techniques and GIS software,http://readinglists.ucl.ac.uk/items/AE7CF33D-1302-1C90-2C11-99576C30B2A1.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
AE9A241B-8889-9ED5-29F3-04CBF51AF17F,"Mobilizing policy: Models, methods, and mutations",article,00167185,Geoforum,http://readinglists.ucl.ac.uk/items/AE9A241B-8889-9ED5-29F3-04CBF51AF17F.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,10.1016/j.geoforum.2010.01.002
AEB2513E-B6AD-B370-A57D-1892281A8CD6,Power-Law Distributions in Empirical Data,article,0036-1445,SIAM Review,http://readinglists.ucl.ac.uk/items/AEB2513E-B6AD-B370-A57D-1892281A8CD6.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1095-7200,10.1137/070710111
AEC3933C-F787-20D8-4AB1-266C81E5E2B9,Hackathons as Co-optation Ritual: Socializing Workers and Institutionalizing Innovation in the “New” Economy,chapter,,Precarious Work,http://readinglists.ucl.ac.uk/items/AEC3933C-F787-20D8-4AB1-266C81E5E2B9.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,10.1108/S0277-283320170000031005
AEEEBF6B-4768-96C2-4E3A-CCA1FAC0827E,"Social organization, stress, and health",chapter,,Social Determinants of Health,http://readinglists.ucl.ac.uk/items/AEEEBF6B-4768-96C2-4E3A-CCA1FAC0827E.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1093/acprof:oso/9780198565895.003.02
AF28D9C3-6A5E-3291-6D36-0F7E300BDC80,Robust statistical tests of Dragon-Kings beyond power law distributions,article,1951-6355,The European Physical Journal Special Topics,http://readinglists.ucl.ac.uk/items/AF28D9C3-6A5E-3291-6D36-0F7E300BDC80.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1951-6401,10.1140/epjst/e2012-01564-8
AF4AF9D8-FFF2-40D0-54CA-7B640D8FF9C0,Thinking Geographically: Globalizing Capitalism and Beyond,article,0004-5608,Annals of the Association of American Geographers,http://readinglists.ucl.ac.uk/items/AF4AF9D8-FFF2-40D0-54CA-7B640D8FF9C0.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Essential,1467-8306,10.1080/00045608.2015.1064513
AF5D44CA-E8AD-D005-0CAF-11206CE34BE4,Sustainable Connected Cities: Vision and Blueprint towards Managing IT for City Prosperity and Sustainability,chapter,,Design Science: Perspectives from Europe,http://readinglists.ucl.ac.uk/items/AF5D44CA-E8AD-D005-0CAF-11206CE34BE4.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,10.1007/978-3-319-13936-4_8
AF9765C5-6C7C-56AF-0EA3-B4DA51CC9786,The real-time city? Big data and smart urbanism,article,0343-2521,GeoJournal,http://readinglists.ucl.ac.uk/items/AF9765C5-6C7C-56AF-0EA3-B4DA51CC9786.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Recommended,1572-9893,10.1007/s10708-013-9516-8
B19D238D-684A-57A4-6112-C6B84C085B23,Exploring the Appropriateness of Different Immersive Environments in the Context of an Innovation Process for Smart Cities,article,,,http://readinglists.ucl.ac.uk/items/B19D238D-684A-57A4-6112-C6B84C085B23.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
B303A375-B53A-4284-EC3C-34D1C3841411,Raster analysis in R,webpage,,,http://readinglists.ucl.ac.uk/items/B303A375-B53A-4284-EC3C-34D1C3841411.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
B3B39D39-E4C8-034B-C6B5-F65FEDB7B918,On the First Law of Geography: A Reply,article,0004-5608,Annals of the Association of American Geographers,http://readinglists.ucl.ac.uk/items/B3B39D39-E4C8-034B-C6B5-F65FEDB7B918.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,1467-8306,10.1111/j.1467-8306.2004.09402009.x
B5D29CFB-E023-7A67-1B78-66AD54D2BA05,Living labs and vacancy in the neoliberal city,article,738793,Cities,http://readinglists.ucl.ac.uk/items/B5D29CFB-E023-7A67-1B78-66AD54D2BA05.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,10.1016/j.cities.2017.10.008
B7055F3C-C34D-A527-233A-E87D8EF03692,A Ladder Of Citizen Participation,article,0002-8991,Journal of the American Institute of Planners,http://readinglists.ucl.ac.uk/items/B7055F3C-C34D-A527-233A-E87D8EF03692.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,10.1080/01944366908977225
B7171510-7BC0-E7FC-3E7A-6C57D5EA97B3,"Chapter 5: Unicorns Janitors, Ninjas, Wizards, and Rock Stars",chapter,,Data Feminism,http://readinglists.ucl.ac.uk/items/B7171510-7BC0-E7FC-3E7A-6C57D5EA97B3.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Essential,,
B76A5718-5424-98E4-6DDB-C3339E35E18F,ArcGIS Help 10.1 - How Spatial Autocorrelation (Global Moran&#039;s I) works,webpage,,,http://readinglists.ucl.ac.uk/items/B76A5718-5424-98E4-6DDB-C3339E35E18F.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
B98DE59F-8659-C4BE-7A24-59878DFEDBB4,Reinventing the suburbs: Old myths and new realities,article,03059006,Progress in Planning,http://readinglists.ucl.ac.uk/items/B98DE59F-8659-C4BE-7A24-59878DFEDBB4.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1016/0305-9006(96)88868-4
BA45123F-3532-7640-C6BD-A9160DEF7499,7 Survival and Arena,chapter,,Timing space and spacing time: Vol.2: Human activity and time geography,http://readinglists.ucl.ac.uk/items/BA45123F-3532-7640-C6BD-A9160DEF7499.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
BDEDFF21-2EF8-2703-9C81-83D1C7471728,The cultural contradictions of the creative city,article,18779166,"City, Culture and Society",http://readinglists.ucl.ac.uk/items/BDEDFF21-2EF8-2703-9C81-83D1C7471728.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1016/j.ccs.2011.08.002
BE330CC2-F140-51F1-2EA1-3E12C109A49D,Scaling and Hierarchy in Urban Economies,article,,,http://readinglists.ucl.ac.uk/items/BE330CC2-F140-51F1-2EA1-3E12C109A49D.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
BEBD651E-FC96-B3ED-C47A-68807159F2E9,"R for Data Science, chapter 21 and 23",website,,,http://readinglists.ucl.ac.uk/items/BEBD651E-FC96-B3ED-C47A-68807159F2E9.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
BFFD249C-CF97-6A62-405C-1C905219F6BD,Introduction to Python Programming: Python Training - Microsoft Virtual Academy,webpage,,,http://readinglists.ucl.ac.uk/items/BFFD249C-CF97-6A62-405C-1C905219F6BD.html,14F7EC69-3236-486A-5D3B-01B939E718AE:Optional,,
C2501F7E-4CBF-AD34-9746-6C069ADDED1A,"Beginning Statistics - chapter 2, descriptive statistics",chapter,,,http://readinglists.ucl.ac.uk/items/C2501F7E-4CBF-AD34-9746-6C069ADDED1A.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
C2EB8204-9411-0493-8D4E-A1E926522311,The Factorial Ecology of Calcutta,article,0002-9602,American Journal of Sociology,http://readinglists.ucl.ac.uk/items/C2EB8204-9411-0493-8D4E-A1E926522311.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1537-5390,10.1086/224681
C4BBE991-C9C1-20E7-1A72-54691E16AE13,Analysing Spatial Point Patterns in R - Workshop,document,,,http://readinglists.ucl.ac.uk/items/C4BBE991-C9C1-20E7-1A72-54691E16AE13.html,F66757BF-E61E-B8BB-95A0-1F25B51E3818,,
C52EE8F3-21E8-8361-7C88-196B334D3E6D,"Who's right, Marshall or Jacobs? The localization versus urbanization debate",article,00487333,Research Policy,http://readinglists.ucl.ac.uk/items/C52EE8F3-21E8-8361-7C88-196B334D3E6D.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Recommended,,10.1016/j.respol.2008.11.010
C539B2F4-1451-1111-ACB6-C095603FA1E8,The New Urban Agenda - Habitat III,document,,,http://readinglists.ucl.ac.uk/items/C539B2F4-1451-1111-ACB6-C095603FA1E8.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,
C56185E5-7712-923A-C6EA-578883794656,"New urban utopias of postcolonial India: ‘Entrepreneurial urbanization’ in Dholera smart city, Gujarat",article,,,http://readinglists.ucl.ac.uk/items/C56185E5-7712-923A-C6EA-578883794656.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
C615C415-47C0-255F-83CF-F881A952FC54,"Entrepreneurial Urbanism, Policy Tourism, and the Making Mobile of Policies",chapter,,The New Blackwell Companion to the City,http://readinglists.ucl.ac.uk/items/C615C415-47C0-255F-83CF-F881A952FC54.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,,10.1002/9781444395105.ch63
C9393F47-5A03-02DA-0DE6-DA558C11D296,Evaluation and Planning: Inseparable Concepts,article,,The Town Planning Review,http://readinglists.ucl.ac.uk/items/C9393F47-5A03-02DA-0DE6-DA558C11D296.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1,,
C9A3FDA1-71AB-5225-1C4C-938702D6D674,Class Places and Place Classes: Geodemographics and the spatialization of class,article,1369-118X,"Information, Communication &amp; Society",http://readinglists.ucl.ac.uk/items/C9A3FDA1-71AB-5225-1C4C-938702D6D674.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Optional,1468-4462,10.1080/13691180701751122
CA7E9043-FA60-50F4-8DC1-9EA206C16840,SSCC-CG final report,document,,,http://readinglists.ucl.ac.uk/items/CA7E9043-FA60-50F4-8DC1-9EA206C16840.html,AEDE270D-2CDE-A8DD-D05F-2D85E0F4FEA1:Optional,,
CAEFCB9A-40E4-0A94-9246-8CD7E192B5BE,WHAT ABOUT PEOPLE IN REGIONAL SCIENCE?,article,,Papers in Regional Science,http://readinglists.ucl.ac.uk/items/CAEFCB9A-40E4-0A94-9246-8CD7E192B5BE.html,2F2A7E4B-B152-BF2B-F545-9CA96493F756:Essential,,10.1111/j.1435-5597.1970.tb01464.x
